Vfb Stuttgart,1 FC Nuernberg,1947-01-05,1,2
Spvgg Greuther Fuerth,TSV Schwaben Augsburg,1947-01-05,1,5
Bayern Muenchen,Viktoria Aschaffenburg,1947-01-05,4,1
FC Augsburg,TSV 1860 Muenchen,1947-01-05,1,4
Karlsruher SC,Stuttgarter Kickers,1947-01-05,3,2
VFR Mannheim,Karlsruher FV,1947-01-05,1,4
1 FC Schweinfurt 05,Waldhof Mannheim,1947-01-05,1,1
FSV Frankfurt,SSV Ulm 1846,1947-01-05,3,0
Kickers Offenbach,Eintracht Bamberg,1947-01-05,4,1
Stuttgarter Kickers,Eintracht Frankfurt,1947-01-12,2,2
TSV 1860 Muenchen,Waldhof Mannheim,1947-01-12,0,0
VFL Neckarau,VFR Mannheim,1947-01-12,1,2
SSV Ulm 1846,Spvgg Greuther Fuerth,1947-01-12,1,0
1 FC Nuernberg,1 FC Schweinfurt 05,1947-01-12,3,0
Viktoria Aschaffenburg,Karlsruher SC,1947-01-12,2,1
1 FC Schweinfurt 05,SSV Ulm 1846,1947-01-19,3,0
Waldhof Mannheim,Viktoria Aschaffenburg,1947-01-19,2,2
FSV Frankfurt,Vfb Stuttgart,1947-01-19,0,1
Stuttgarter Kickers,Eintracht Bamberg,1947-01-19,4,1
Spvgg Greuther Fuerth,Bayern Muenchen,1947-01-19,0,0
Kickers Offenbach,VFR Mannheim,1947-01-19,3,1
Karlsruher SC,TSV Schwaben Augsburg,1947-01-19,0,1
TSV 1860 Muenchen,1 FC Nuernberg,1947-01-19,0,0
VFL Neckarau,Eintracht Frankfurt,1947-01-19,0,1
FC Augsburg,Karlsruher FV,1947-01-19,0,1
Eintracht Bamberg,Waldhof Mannheim,1947-01-26,0,1
Viktoria Aschaffenburg,Stuttgarter Kickers,1947-01-26,2,0
VFR Mannheim,FSV Frankfurt,1947-01-26,2,1
TSV Schwaben Augsburg,1 FC Schweinfurt 05,1947-01-26,4,0
Bayern Muenchen,Kickers Offenbach,1947-01-26,7,2
1 FC Nuernberg,FC Augsburg,1947-01-26,1,0
Eintracht Frankfurt,TSV 1860 Muenchen,1947-01-26,0,0
Vfb Stuttgart,VFL Neckarau,1947-01-26,5,1
Karlsruher FV,SSV Ulm 1846,1947-01-26,3,1
VFL Neckarau,Stuttgarter Kickers,1947-02-02,2,4
TSV Schwaben Augsburg,VFR Mannheim,1947-02-02,5,0
Karlsruher FV,Vfb Stuttgart,1947-02-02,2,2
SSV Ulm 1846,Eintracht Frankfurt,1947-02-02,3,3
1 FC Schweinfurt 05,Spvgg Greuther Fuerth,1947-02-02,2,2
1 FC Nuernberg,Eintracht Bamberg,1947-02-02,4,2
Viktoria Aschaffenburg,Kickers Offenbach,1947-02-02,1,4
TSV 1860 Muenchen,Karlsruher SC,1947-02-02,2,0
Spvgg Greuther Fuerth,Karlsruher FV,1947-02-09,4,0
Eintracht Bamberg,Vfb Stuttgart,1947-02-09,0,0
FSV Frankfurt,1 FC Schweinfurt 05,1947-02-09,1,1
Stuttgarter Kickers,SSV Ulm 1846,1947-02-09,7,1
